source,target,weight,timestamp
user11,user21,4,2025-02-08T04:07:28.888387
user11,user23,5,2024-11-17T04:07:28.888389
user11,user27,4,2025-01-27T04:07:28.888392
user11,user28,5,2024-07-09T04:07:28.888394
user11,user76,1,2024-07-04T04:07:28.888397
user11,user130,2,2024-06-25T04:07:28.888399
user11,user106,2,2025-04-19T04:07:28.888402
user12,user2,4,2024-09-04T04:07:28.888405
user12,user8,3,2024-05-21T04:07:28.888407
user12,user15,5,2024-12-17T04:07:28.888410
user12,user23,5,2024-12-17T04:07:28.888412
user12,user28,4,2025-04-15T04:07:28.888415
user12,user112,1,2024-07-21T04:07:28.888417
user12,user179,1,2024-11-04T04:07:28.888420
user13,user2,4,2025-04-06T04:07:28.888423
user13,user12,5,2024-07-07T04:07:28.888426
user13,user14,3,2024-11-25T04:07:28.888429
user13,user21,3,2024-10-15T04:07:28.888431
user13,user28,5,2024-07-22T04:07:28.888434
user14,user2,4,2025-03-03T04:07:28.888437
user14,user4,4,2024-05-06T04:07:28.888439
user14,user6,4,2024-12-08T04:07:28.888442
user14,user7,3,2024-07-30T04:07:28.888446
user14,user8,3,2024-07-14T04:07:28.888449
user14,user9,4,2025-01-04T04:07:28.888451
user14,user11,4,2024-06-13T04:07:28.888454
user14,user20,5,2024-08-04T04:07:28.888456
user14,user21,3,2025-01-09T04:07:28.888459
user14,user23,3,2025-01-23T04:07:28.888461
user14,user26,4,2024-09-02T04:07:28.888464
user14,user38,2,2024-11-17T04:07:28.888466
user14,user60,1,2024-06-10T04:07:28.888474
user14,user154,2,2024-06-16T04:07:28.888477
user14,user158,2,2024-09-21T04:07:28.888480
user15,user1,5,2025-02-10T04:07:28.888483
user15,user4,5,2024-12-03T04:07:28.888486
user15,user5,3,2024-11-10T04:07:28.888488
user15,user6,4,2025-02-14T04:07:28.888491
user15,user11,5,2024-12-25T04:07:28.888493
user15,user17,4,2025-02-20T04:07:28.888496
user15,user19,4,2024-09-09T04:07:28.888498
user15,user22,3,2024-05-28T04:07:28.888501
user15,user26,3,2024-06-20T04:07:28.888503
user15,user27,4,2024-12-09T04:07:28.888506
user15,user184,1,2024-09-26T04:07:28.888508
user16,user4,3,2024-05-14T04:07:28.888511
user16,user7,5,2024-11-18T04:07:28.888514
user16,user9,5,2024-05-22T04:07:28.888516
user16,user17,3,2024-04-25T04:07:28.888519
user16,user18,5,2024-11-22T04:07:28.888522
user16,user23,5,2025-02-12T04:07:28.888526
user17,user8,5,2025-01-31T04:07:28.888529
user17,user13,5,2024-12-04T04:07:28.888531
user17,user18,3,2024-09-12T04:07:28.888534
user17,user24,3,2025-04-11T04:07:28.888537
user17,user26,3,2025-01-07T04:07:28.888540
user17,user27,5,2024-06-16T04:07:28.888542
user17,user28,3,2024-10-27T04:07:28.888545
user17,user31,2,2024-07-25T04:07:28.888547
user17,user71,1,2025-02-28T04:07:28.888550
user17,user192,1,2025-01-04T04:07:28.888553
user18,user3,3,2024-04-28T04:07:28.888555
user18,user4,4,2025-04-04T04:07:28.888558
user18,user7,4,2024-07-08T04:07:28.888560
user18,user10,3,2024-06-05T04:07:28.888563
user18,user15,3,2024-06-18T04:07:28.888565
user18,user17,3,2025-03-28T04:07:28.888568
user18,user19,5,2025-04-15T04:07:28.888570
user18,user22,4,2025-04-05T04:07:28.888573
user18,user27,5,2024-08-12T04:07:28.888575
user18,user152,2,2025-01-02T04:07:28.888578
user18,user118,1,2024-06-22T04:07:28.888580
user18,user122,1,2024-10-24T04:07:28.888583
user18,user123,1,2024-09-22T04:07:28.888585
user19,user3,3,2024-10-30T04:07:28.888588
user19,user15,5,2024-12-13T04:07:28.888591
user19,user17,4,2025-04-11T04:07:28.888593
user20,user1,4,2024-05-27T04:07:28.888596
user20,user3,3,2025-03-31T04:07:28.888599
user20,user16,4,2024-10-07T04:07:28.888602
user20,user17,5,2024-07-28T04:07:28.888606
user20,user22,4,2024-07-16T04:07:28.888609
user20,user58,1,2024-12-26T04:07:28.888611
user20,user98,1,2024-07-17T04:07:28.888614
user20,user139,1,2025-03-03T04:07:28.888616
user20,user113,1,2024-09-10T04:07:28.888619
user20,user158,1,2024-05-23T04:07:28.888623
user21,user2,4,2024-07-29T04:07:28.888626
user21,user4,5,2024-11-12T04:07:28.888628
user21,user9,4,2025-04-04T04:07:28.888631
user21,user11,5,2024-11-07T04:07:28.888633
user21,user15,5,2024-05-24T04:07:28.888636
user21,user18,3,2024-05-23T04:07:28.888638
user21,user20,3,2025-01-26T04:07:28.888641
user21,user27,3,2025-01-06T04:07:28.888643
user21,user40,1,2024-10-18T04:07:28.888646
user21,user122,1,2025-03-16T04:07:28.888648
user22,user1,5,2025-04-14T04:07:28.888651
user22,user3,4,2024-08-25T04:07:28.888653
user22,user7,3,2024-11-25T04:07:28.888656
user22,user10,3,2024-12-06T04:07:28.888658
user22,user12,5,2025-03-17T04:07:28.888661
user22,user15,5,2024-09-05T04:07:28.888665
user22,user19,3,2025-04-20T04:07:28.888668
user22,user24,4,2024-11-29T04:07:28.888671
user22,user26,5,2024-06-11T04:07:28.888673
user22,user174,1,2024-05-31T04:07:28.888677
user23,user9,4,2024-12-11T04:07:28.888680
user23,user13,5,2024-08-18T04:07:28.888682
user23,user15,3,2024-08-14T04:07:28.888685
user23,user17,5,2025-02-02T04:07:28.888687
user23,user22,5,2024-12-29T04:07:28.888691
user23,user26,3,2025-03-29T04:07:28.888693
user23,user34,2,2025-01-27T04:07:28.888696
user23,user53,1,2024-05-03T04:07:28.888698
user23,user137,1,2024-09-05T04:07:28.888701
user24,user2,5,2024-12-13T04:07:28.888704
user24,user4,5,2025-02-14T04:07:28.888706
user24,user9,5,2024-06-10T04:07:28.888714
user24,user11,4,2025-04-13T04:07:28.888717
user24,user12,4,2024-05-10T04:07:28.888720
user24,user13,3,2025-03-22T04:07:28.888723
user24,user21,5,2025-03-29T04:07:28.888725
user24,user23,5,2024-12-20T04:07:28.888728
user24,user25,5,2024-10-12T04:07:28.888730
user24,user187,1,2025-04-06T04:07:28.888733
user25,user4,5,2024-05-30T04:07:28.888735
user25,user8,5,2024-09-18T04:07:28.888738
user25,user10,5,2025-02-04T04:07:28.888740
user25,user17,3,2024-08-18T04:07:28.888743
user25,user24,3,2024-12-23T04:07:28.888745
user25,user26,4,2025-03-11T04:07:28.888748
user25,user27,4,2024-12-13T04:07:28.888750
user25,user28,3,2025-03-10T04:07:28.888753
user25,user68,1,2024-07-27T04:07:28.888755
user25,user163,2,2024-06-16T04:07:28.888758
user26,user2,3,2025-01-05T04:07:28.888760
user26,user9,5,2025-01-30T04:07:28.888763
user26,user14,4,2025-03-24T04:07:28.888766
user26,user15,4,2025-04-13T04:07:28.888769
user26,user16,3,2025-04-21T04:07:28.888771
user26,user19,4,2025-04-11T04:07:28.888774
user26,user23,3,2024-06-24T04:07:28.888776
user26,user24,3,2024-07-12T04:07:28.888781
user26,user25,3,2025-03-24T04:07:28.888784
user26,user28,3,2025-02-03T04:07:28.888793
user26,user32,1,2024-11-06T04:07:28.888796
user26,user147,2,2024-05-18T04:07:28.888799
user26,user154,1,2025-03-31T04:07:28.888801
user27,user1,5,2025-01-27T04:07:28.888806
user27,user2,3,2024-07-17T04:07:28.888809
user27,user5,5,2025-02-21T04:07:28.888811
user27,user10,5,2024-11-03T04:07:28.888815
user27,user11,3,2024-10-28T04:07:28.888818
user27,user16,5,2024-11-28T04:07:28.888820
user27,user21,4,2025-02-26T04:07:28.888823
user27,user25,4,2024-09-10T04:07:28.888825
user27,user28,3,2024-06-13T04:07:28.888828
user27,user57,1,2024-11-19T04:07:28.888830
user27,user107,1,2025-01-10T04:07:28.888833
user27,user190,1,2024-06-18T04:07:28.888835
user28,user3,5,2024-04-28T04:07:28.888838
user28,user5,4,2024-06-10T04:07:28.888841
user28,user9,3,2024-08-27T04:07:28.888843
user28,user11,4,2024-07-30T04:07:28.888846
user28,user22,4,2025-04-12T04:07:28.888848
user28,user124,2,2024-09-15T04:07:28.888851
user29,user31,4,2024-08-21T04:07:28.888853
user29,user37,3,2024-10-08T04:07:28.888856
user29,user38,5,2024-12-31T04:07:28.888858
user29,user39,5,2024-10-08T04:07:28.888861
user29,user40,4,2025-03-10T04:07:28.888863
user29,user43,3,2024-09-18T04:07:28.888866
user29,user47,4,2025-02-22T04:07:28.888868
user29,user48,4,2024-05-21T04:07:28.888871
user29,user79,2,2024-07-13T04:07:28.888875
user29,user81,1,2024-11-17T04:07:28.888878
user29,user136,1,2024-08-07T04:07:28.888880
user30,user29,5,2025-02-09T04:07:28.888883
user30,user32,5,2024-09-17T04:07:28.888886
user30,user37,5,2025-02-02T04:07:28.888888
user30,user38,5,2024-04-29T04:07:28.888891
user30,user39,4,2024-12-08T04:07:28.888893
user30,user45,5,2024-08-16T04:07:28.888896
user30,user46,4,2024-05-13T04:07:28.888898
user30,user47,4,2025-02-25T04:07:28.888901
user30,user48,4,2025-04-10T04:07:28.888903
user31,user29,4,2024-12-03T04:07:28.888907
user31,user32,4,2024-10-28T04:07:28.888910
user31,user39,4,2024-08-14T04:07:28.888912
user31,user42,3,2024-11-17T04:07:28.888915
user31,user48,5,2024-06-16T04:07:28.888917
user31,user55,4,2025-04-11T04:07:28.888920
user31,user113,1,2024-09-03T04:07:28.888922
user32,user29,5,2025-03-17T04:07:28.888925
user32,user31,5,2025-03-31T04:07:28.888928
user32,user35,4,2024-11-09T04:07:28.888930
user32,user40,3,2024-05-04T04:07:28.888932
user32,user41,5,2024-05-10T04:07:28.888935
user32,user44,4,2024-08-02T04:07:28.888937
user32,user45,3,2025-01-06T04:07:28.888940
user32,user49,5,2024-08-28T04:07:28.888942
user32,user50,4,2024-06-17T04:07:28.888945
user32,user55,4,2025-01-31T04:07:28.888949
user33,user34,4,2024-10-24T04:07:28.888952
user33,user37,5,2024-11-21T04:07:28.888954
user33,user41,3,2024-11-09T04:07:28.888956
user33,user45,4,2024-05-20T04:07:28.888960
user33,user48,5,2024-07-12T04:07:28.888963
user33,user49,5,2024-05-28T04:07:28.888965
user33,user52,3,2024-11-04T04:07:28.888968
user33,user171,1,2024-09-10T04:07:28.888971
user34,user27,2,2024-08-19T04:07:28.888973
user34,user30,3,2024-08-27T04:07:28.888977
user34,user31,3,2024-07-02T04:07:28.888981
user34,user35,5,2024-09-26T04:07:28.888983
user34,user43,4,2024-09-22T04:07:28.888986
user34,user45,5,2024-08-05T04:07:28.888988
user34,user46,3,2024-06-14T04:07:28.888991
user34,user47,5,2024-11-12T04:07:28.888993
user34,user52,4,2024-09-04T04:07:28.888996
user34,user54,3,2024-08-22T04:07:28.888998
user35,user29,5,2025-04-03T04:07:28.889001
user35,user38,3,2025-03-26T04:07:28.889003
user35,user40,3,2024-12-01T04:07:28.889006
user35,user41,3,2025-03-19T04:07:28.889008
user35,user42,5,2024-06-14T04:07:28.889011
user35,user43,5,2024-11-26T04:07:28.889013
user35,user46,3,2024-09-28T04:07:28.889016
user35,user49,3,2024-07-08T04:07:28.889020
user35,user50,3,2024-07-18T04:07:28.889022
user35,user55,5,2025-02-02T04:07:28.889025
user36,user28,2,2024-11-07T04:07:28.889028
user36,user29,3,2024-07-23T04:07:28.889030
user36,user34,5,2024-12-05T04:07:28.889033
user36,user40,4,2024-07-29T04:07:28.889035
user36,user41,5,2024-10-20T04:07:28.889038
user36,user42,3,2025-02-20T04:07:28.889041
user36,user43,3,2024-12-20T04:07:28.889044
user36,user46,3,2024-11-10T04:07:28.889047
user36,user52,5,2024-06-29T04:07:28.889049
user36,user54,5,2024-09-07T04:07:28.889052
user36,user55,3,2025-03-05T04:07:28.889054
user36,user141,1,2024-07-05T04:07:28.889057
user36,user117,1,2024-11-29T04:07:28.889059
user37,user30,3,2024-04-27T04:07:28.889062
user37,user31,4,2024-08-30T04:07:28.889065
user37,user36,5,2024-12-09T04:07:28.889067
user37,user39,5,2024-05-22T04:07:28.889070
user37,user40,3,2024-11-16T04:07:28.889072
user37,user42,5,2024-05-16T04:07:28.889075
user37,user43,4,2025-03-19T04:07:28.889077
user37,user47,5,2024-05-31T04:07:28.889079
user37,user49,5,2024-08-22T04:07:28.889082
user37,user51,3,2024-10-04T04:07:28.889086
user37,user53,5,2024-05-29T04:07:28.889088
user37,user192,1,2024-09-03T04:07:28.889091
user38,user36,4,2025-02-12T04:07:28.889093
user38,user39,3,2025-02-17T04:07:28.889097
user38,user47,3,2024-11-21T04:07:28.889099
user38,user49,4,2025-03-26T04:07:28.889110
user38,user61,1,2024-10-30T04:07:28.889114
user38,user73,1,2025-04-19T04:07:28.889117
user38,user93,1,2024-09-26T04:07:28.889119
user38,user143,2,2025-04-10T04:07:28.889122
user39,user31,5,2024-08-20T04:07:28.889125
user39,user35,3,2025-01-09T04:07:28.889128
user39,user38,5,2024-07-06T04:07:28.889130
user39,user43,3,2024-12-15T04:07:28.889133
user39,user46,3,2024-12-05T04:07:28.889135
user39,user52,5,2025-03-12T04:07:28.889140
user39,user149,1,2025-03-20T04:07:28.889143
user39,user151,2,2024-06-02T04:07:28.889146
user40,user29,3,2024-09-30T04:07:28.889150
user40,user32,3,2024-09-17T04:07:28.889152
user40,user37,3,2025-04-05T04:07:28.889155
user40,user41,4,2024-09-11T04:07:28.889157
user40,user43,4,2025-03-25T04:07:28.889161
user40,user44,4,2024-07-01T04:07:28.889163
user40,user45,3,2025-03-17T04:07:28.889166
user40,user47,5,2024-06-29T04:07:28.889169
user40,user48,3,2024-07-29T04:07:28.889171
user40,user49,4,2025-01-02T04:07:28.889174
user40,user51,5,2024-05-27T04:07:28.889176
user40,user55,5,2024-11-17T04:07:28.889179
user40,user79,2,2025-01-02T04:07:28.889181
user40,user137,1,2024-06-03T04:07:28.889184
user41,user2,2,2024-09-13T04:07:28.889187
user41,user29,5,2024-11-28T04:07:28.889189
user41,user31,3,2025-02-10T04:07:28.889192
user41,user32,5,2025-01-14T04:07:28.889194
user41,user33,5,2024-11-02T04:07:28.889197
user41,user35,4,2024-08-30T04:07:28.889199
user41,user44,5,2024-11-01T04:07:28.889202
user41,user51,3,2024-11-30T04:07:28.889204
user41,user52,3,2024-11-12T04:07:28.889207
user41,user105,1,2024-06-05T04:07:28.889209
user41,user176,1,2025-01-26T04:07:28.889212
user42,user12,1,2024-05-08T04:07:28.889214
user42,user34,5,2024-05-19T04:07:28.889217
user42,user37,3,2024-12-02T04:07:28.889219
user42,user38,5,2024-08-12T04:07:28.889222
user42,user44,4,2024-11-28T04:07:28.889226
user42,user45,4,2025-03-08T04:07:28.889228
user42,user46,4,2024-10-30T04:07:28.889230
user42,user47,4,2024-08-25T04:07:28.889233
user42,user55,3,2024-10-08T04:07:28.889238
user43,user20,1,2024-09-21T04:07:28.889241
user43,user25,1,2025-01-07T04:07:28.889244
user43,user31,3,2025-03-24T04:07:28.889247
user43,user32,4,2025-04-11T04:07:28.889249
user43,user33,5,2024-12-01T04:07:28.889251
user43,user38,5,2024-05-20T04:07:28.889254
user43,user40,3,2025-03-04T04:07:28.889256
user43,user46,3,2024-07-23T04:07:28.889259
user43,user54,3,2024-08-30T04:07:28.889263
user43,user55,3,2024-08-12T04:07:28.889266
user43,user94,1,2024-11-29T04:07:28.889268
user43,user108,1,2025-03-01T04:07:28.889271
user44,user32,3,2024-08-01T04:07:28.889273
user44,user34,4,2024-06-28T04:07:28.889276
user44,user36,4,2025-01-30T04:07:28.889279
user44,user37,3,2024-08-22T04:07:28.889281
user44,user43,4,2025-02-22T04:07:28.889283
user44,user47,4,2024-08-03T04:07:28.889286
user44,user51,3,2025-03-29T04:07:28.889289
user44,user52,5,2024-10-13T04:07:28.889291
user44,user133,1,2025-01-06T04:07:28.889293
user44,user143,1,2024-09-26T04:07:28.889296
user45,user33,4,2024-12-12T04:07:28.889299
user45,user39,3,2024-11-16T04:07:28.889301
user45,user42,5,2025-04-22T04:07:28.889304
user45,user51,5,2025-02-25T04:07:28.889307
user45,user55,3,2024-06-21T04:07:28.889310
user46,user39,3,2024-07-29T04:07:28.889314
user46,user41,3,2025-02-25T04:07:28.889317
user46,user43,4,2024-04-28T04:07:28.889319
user46,user44,3,2024-12-11T04:07:28.889321
user46,user50,5,2025-03-04T04:07:28.889324
user46,user51,5,2025-02-18T04:07:28.889326
user46,user52,5,2025-01-29T04:07:28.889329
user46,user170,1,2024-05-08T04:07:28.889333
user46,user190,1,2025-04-09T04:07:28.889335
user47,user34,3,2025-04-22T04:07:28.889338
user47,user35,4,2025-01-02T04:07:28.889341
user47,user39,5,2025-03-28T04:07:28.889343
user47,user40,4,2024-11-10T04:07:28.889346
user47,user43,4,2024-12-18T04:07:28.889348
user47,user45,5,2025-01-11T04:07:28.889351
user47,user46,4,2024-08-16T04:07:28.889353
user47,user50,3,2024-08-24T04:07:28.889356
user47,user51,4,2024-09-05T04:07:28.889358
user47,user53,5,2024-12-10T04:07:28.889361
user47,user59,2,2025-04-11T04:07:28.889363
user48,user29,3,2024-05-10T04:07:28.889366
user48,user32,5,2024-08-14T04:07:28.889368
user48,user42,5,2024-11-08T04:07:28.889373
user48,user49,5,2025-03-21T04:07:28.889377
user48,user52,5,2025-02-08T04:07:28.889380
user48,user54,3,2025-01-21T04:07:28.889382
user48,user55,3,2024-12-22T04:07:28.889385
user48,user74,1,2025-01-22T04:07:28.889387
user48,user131,2,2024-08-27T04:07:28.889391
user48,user152,1,2024-11-30T04:07:28.889393
user49,user29,5,2024-08-22T04:07:28.889396
user49,user30,3,2024-10-05T04:07:28.889400
user49,user32,5,2025-02-02T04:07:28.889403
user49,user35,5,2025-03-06T04:07:28.889405
user49,user36,3,2024-09-11T04:07:28.889408
user49,user37,4,2025-01-06T04:07:28.889410
user49,user38,5,2024-09-05T04:07:28.889413
user49,user42,3,2024-12-17T04:07:28.889415
user49,user43,4,2024-11-19T04:07:28.889418
user49,user46,3,2024-06-04T04:07:28.889426
user49,user47,4,2025-01-03T04:07:28.889429
user49,user51,4,2024-09-06T04:07:28.889432
user49,user53,5,2024-12-19T04:07:28.889434
user50,user29,5,2024-09-11T04:07:28.889437
user50,user30,3,2024-06-14T04:07:28.889440
user50,user32,3,2025-04-16T04:07:28.889442
user50,user33,5,2025-01-13T04:07:28.889444
user50,user34,5,2025-04-01T04:07:28.889447
user50,user38,4,2024-11-12T04:07:28.889449
user50,user40,3,2024-05-17T04:07:28.889452
user50,user43,4,2025-02-01T04:07:28.889454
user50,user44,3,2024-11-26T04:07:28.889457
user50,user46,4,2024-05-14T04:07:28.889459
user50,user48,4,2024-08-03T04:07:28.889462
user50,user51,4,2024-07-24T04:07:28.889464
user51,user30,3,2024-05-15T04:07:28.889467
user51,user35,5,2024-10-21T04:07:28.889469
user51,user37,4,2024-06-07T04:07:28.889472
user51,user38,4,2024-05-07T04:07:28.889475
user51,user41,5,2024-09-07T04:07:28.889477
user51,user43,4,2024-12-26T04:07:28.889480
user51,user46,5,2024-12-28T04:07:28.889482
user51,user48,4,2025-04-17T04:07:28.889484
user51,user52,4,2025-03-25T04:07:28.889489
user51,user54,4,2024-12-06T04:07:28.889492
user51,user71,1,2024-10-01T04:07:28.889496
user52,user38,5,2024-05-15T04:07:28.889498
user52,user39,3,2025-02-24T04:07:28.889501
user52,user44,5,2025-04-04T04:07:28.889503
user52,user45,5,2025-02-11T04:07:28.889506
user52,user47,3,2024-06-20T04:07:28.889510
user52,user48,4,2024-05-26T04:07:28.889512
user52,user54,4,2024-11-08T04:07:28.889515
user52,user171,1,2024-05-22T04:07:28.889519
user53,user2,2,2025-03-17T04:07:28.889522
user53,user30,4,2024-12-16T04:07:28.889525
user53,user32,3,2025-03-14T04:07:28.889527
user53,user34,3,2024-05-24T04:07:28.889530
user53,user36,5,2024-06-25T04:07:28.889532
user53,user37,4,2024-10-19T04:07:28.889535
user53,user38,3,2024-09-16T04:07:28.889537
user53,user40,3,2024-10-03T04:07:28.889540
user53,user54,3,2025-01-22T04:07:28.889542
user53,user130,2,2024-10-16T04:07:28.889544
user53,user132,2,2025-04-02T04:07:28.889547
user54,user2,2,2025-03-25T04:07:28.889549
user54,user29,4,2025-01-07T04:07:28.889552
user54,user35,3,2024-05-12T04:07:28.889555
user54,user37,3,2024-04-30T04:07:28.889557
user54,user38,5,2024-09-29T04:07:28.889560
user54,user41,3,2024-07-23T04:07:28.889562
user54,user42,4,2024-12-23T04:07:28.889564
user54,user43,5,2024-12-06T04:07:28.889568
user54,user46,4,2024-06-02T04:07:28.889571
user54,user48,4,2024-11-18T04:07:28.889573
user54,user79,2,2024-10-26T04:07:28.889577
user54,user177,1,2024-10-08T04:07:28.889579
user55,user29,3,2024-10-31T04:07:28.889582
user55,user31,3,2025-01-24T04:07:28.889585
user55,user33,3,2024-06-28T04:07:28.889588
user55,user36,3,2025-03-04T04:07:28.889590
user55,user37,3,2024-06-24T04:07:28.889593
user55,user52,4,2024-05-23T04:07:28.889596
user55,user53,5,2024-12-09T04:07:28.889598
user55,user106,2,2025-03-15T04:07:28.889601
user56,user61,4,2024-07-24T04:07:28.889603
user56,user62,4,2025-03-20T04:07:28.889606
user56,user64,4,2024-09-13T04:07:28.889608
user56,user66,3,2025-02-02T04:07:28.889612
user56,user68,5,2024-04-22T04:07:28.889615
user56,user70,5,2024-10-17T04:07:28.889617
user56,user72,3,2024-10-06T04:07:28.889620
user56,user73,3,2024-11-27T04:07:28.889622
user56,user74,3,2024-07-31T04:07:28.889625
user56,user77,3,2024-12-26T04:07:28.889627
user56,user78,5,2024-06-03T04:07:28.889630
user56,user80,5,2024-12-12T04:07:28.889632
user56,user81,4,2024-10-20T04:07:28.889635
user56,user88,4,2024-08-16T04:07:28.889637
user56,user94,3,2024-11-28T04:07:28.889639
user56,user95,3,2024-04-22T04:07:28.889642
user56,user100,5,2024-04-25T04:07:28.889644
user56,user102,4,2025-04-01T04:07:28.889647
user56,user106,1,2024-07-18T04:07:28.889650
user56,user175,1,2024-08-21T04:07:28.889653
user57,user60,5,2024-05-16T04:07:28.889656
user57,user62,3,2024-05-23T04:07:28.889659
user57,user64,4,2024-09-09T04:07:28.889663
user57,user65,5,2024-12-09T04:07:28.889665
user57,user66,3,2024-07-01T04:07:28.889668
user57,user72,4,2024-07-14T04:07:28.889671
user57,user73,5,2024-09-24T04:07:28.889673
user57,user74,5,2024-06-10T04:07:28.889676
user57,user77,4,2025-01-19T04:07:28.889679
user57,user80,5,2025-01-26T04:07:28.889682
user57,user82,5,2024-04-26T04:07:28.889685
user57,user85,3,2024-05-17T04:07:28.889687
user57,user88,5,2024-10-13T04:07:28.889690
user57,user91,4,2025-01-22T04:07:28.889692
user57,user97,4,2024-11-30T04:07:28.889695
user57,user98,5,2024-11-29T04:07:28.889697
user57,user99,5,2024-07-26T04:07:28.889700
user58,user9,1,2024-08-03T04:07:28.889703
user58,user61,3,2024-07-19T04:07:28.889705
user58,user71,4,2024-06-09T04:07:28.889708
user58,user76,3,2025-04-21T04:07:28.889710
user58,user77,3,2024-06-12T04:07:28.889713
user58,user80,3,2025-03-18T04:07:28.889715
user58,user82,3,2025-03-09T04:07:28.889718
user58,user85,4,2024-05-07T04:07:28.889720
user58,user86,3,2024-11-07T04:07:28.889723
user58,user89,4,2024-10-16T04:07:28.889727
user58,user90,3,2025-01-18T04:07:28.889729
